,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,1st_APPEARANCE,YEAR,DC_MV
195,Julia Carpenter (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Straight,Living Characters,212.0,10,1984.0,1
196,Jane Foster (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Straight,Living Characters,211.0,9,1962.0,1
197,Mortimer Toynbee (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,Straight,Living Characters,210.0,3,1964.0,1
198,Scott Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Straight,Living Characters,209.0,3,1979.0,1
199,Paige Guthrie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,207.0,11,1984.0,1
200,Benjamin Parker (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,205.0,8,1962.0,1
201,Erik Josten (Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,Straight,Living Characters,204.0,10,1965.0,1
202,Jeanne-Marie Beaubier (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Straight,Living Characters,203.0,4,1979.0,1
203,Carl Creel (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Straight,Living Characters,202.0,4,1964.0,1
205,Michael Twoyoungmen (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,200.0,4,1979.0,1
206,Hope Summers (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Straight,Living Characters,200.0,1,2008.0,1
207,Eric Masterson (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,198.0,5,1988.0,1
208,Alexander Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,197.0,8,1984.0,1
209,Matthew Hawk (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,195.0,11,1962.0,1
210,Jessica Jones (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Living Characters,195.0,9,1963.0,1
211,Frederick Dukes (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,194.0,1,1964.0,1
212,Eric Brooks (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,194.0,7,1973.0,1
213,Eros (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Straight,Living Characters,193.0,2,1973.0,1
214,Madison Jeffries (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,193.0,8,1983.0,1
215,Mandarin (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Deceased Characters,190.0,2,1964.0,1
216,The Wizard (Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Straight,Living Characters,189.0,11,1962.0,1
217,Akihiro (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,189.0,10,2006.0,1
218,Sergei Kravinoff (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Deceased Characters,188.0,8,1964.0,1
219,Jonothon Starsmore (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,187.0,11,1994.0,1
220,Helmut Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,184.0,12,1973.0,1
221,Victor Borkowski (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,184.0,8,2003.0,1
222,Edward Leeds (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,181.0,11,1964.0,1
223,Ultron (Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Straight,Deceased Characters,181.0,7,1968.0,1
224,Douglas Ramsey (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,181.0,3,1984.0,1
225,Quentin Beck (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Straight,Living Characters,180.0,6,1964.0,1
226,Herbert Wyndham (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,179.0,11,1966.0,1
227,Julian Keller (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,179.0,8,2003.0,1
228,Jack Russell (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Straight,Living Characters,178.0,2,1972.0,1
229,Celeste Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,177.0,11,2001.0,1
230,Valentina Allegra de Fontaine (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Straight,Living Characters,176.0,8,1967.0,1
231,Ophelia Sarkissian (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Straight,Living Characters,175.0,2,1969.0,1
232,Colleen Wing (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Straight,Living Characters,175.0,11,1974.0,1
233,Irma Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Straight,Living Characters,175.0,11,2001.0,1
234,Sebastian Shaw (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,174.0,1,1980.0,1
235,Phoebe Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,174.0,11,2001.0,1
236,Sage (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Straight,Living Characters,172.0,4,1980.0,1
237,Valeria Richards (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,171.0,2,2002.0,1
238,Donald Blake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,170.0,8,1962.0,1
239,Hela (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Straight,Deceased Characters,170.0,3,1964.0,1
240,Lilandra Neramani (Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,Straight,Deceased Characters,170.0,2,1976.0,1
241,Henry Gyrich (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Straight,Living Characters,170.0,11,1977.0,1
242,Dwayne Taylor (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Deceased Characters,169.0,12,1989.0,1
243,Harold Hogan (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,166.0,9,1963.0,1
245,Christopher Powell (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,165.0,3,1991.0,1
246,Harvey Elder (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Straight,Living Characters,164.0,11,1961.0,1
247,Wolfgang von Strucker (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Straight,Deceased Characters,164.0,1,1964.0,1
248,Dirk Garthwaite (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,164.0,1,1968.0,1
249,Pip Gofern (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Straight,Living Characters,163.0,4,1975.0,1
250,Tony Masters (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,163.0,5,1980.0,1
251,David Lieberman (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,163.0,11,1987.0,1
252,James Hudson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,161.0,2,1978.0,1
253,Miles Warren (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Straight,Living Characters,160.0,12,1965.0,1
254,Kallark (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Straight,Living Characters,160.0,10,1977.0,1
255,En Sabah Nur (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Straight,Deceased Characters,160.0,6,1986.0,1
256,Shiro Yoshida (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,158.0,1,1970.0,1
257,Silver Sablinova (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,Straight,Deceased Characters,158.0,6,1985.0,1
258,Elvin Haliday (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Straight,Living Characters,158.0,11,1990.0,1
260,Calvin Zabo (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,157.0,12,1963.0,1
261,Frederick Myers (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,157.0,7,1966.0,1
262,Mantis (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Straight,Living Characters,156.0,6,1973.0,1
263,Marlene Alraune (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,156.0,6,1976.0,1
264,Rachel Leighton (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Straight,Living Characters,156.0,10,1985.0,1
265,Veranke (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,Straight,Deceased Characters,156.0,1,2005.0,1
266,Nathaniel Essex (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Straight,Living Characters,155.0,9,1987.0,1
267,Anthony Druid (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Straight,Deceased Characters,153.0,6,1961.0,1
268,Cassandra Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Deceased Characters,153.0,4,1979.0,1
269,Beta Ray Bill (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Straight,Living Characters,153.0,11,1983.0,1
270,Samuel Sterns (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Straight,Deceased Characters,152.0,12,1964.0,1
271,Leech (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Straight,Living Characters,152.0,3,1984.0,1
272,Glenn Talbot (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,151.0,11,1964.0,1
273,Bug (Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,Straight,Living Characters,151.0,1,1979.0,1
274,Peter Petruski (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Straight,Living Characters,150.0,1,1963.0,1
275,Julie Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Pansexual Characters,Living Characters,150.0,8,1984.0,1
276,Giuletta Nefaria (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,Straight,Living Characters,149.0,1,1968.0,1
277,Robert Ralston (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,148.0,5,1963.0,1
278,Maximus (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,147.0,2,1966.0,1
279,Genis-Vell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,147.0,10,1993.0,1
280,Hisako Ichiki (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Straight,Living Characters,147.0,10,2004.0,1
281,Dmitri Smerdyakov (Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Straight,Living Characters,146.0,3,1963.0,1
282,Eliot Franklin (Thunderball) (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,146.0,11,1974.0,1
283,X-51 (Earth-616),Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Straight,Living Characters,146.0,7,1977.0,1
284,Madelyne Pryor (Earth-616),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Straight,Living Characters,146.0,4,1983.0,1
285,Adolf Hitler (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,145.0,9,1940.0,1
286,Herman Schultz (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,145.0,3,1967.0,1
287,Noriko Ashida (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Straight,Living Characters,145.0,1,2004.0,1
288,Chen Lu (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Straight,Living Characters,144.0,6,1963.0,1
289,Ulysses Klaw (Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,Straight,Deceased Characters,143.0,8,1966.0,1
290,Cessily Kincaid (Earth-616),Secret Identity,Good Characters,Silver Eyes,Red Hair,Female Characters,Straight,Living Characters,143.0,8,2003.0,1
291,Kyle Gibney (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,142.0,8,1983.0,1
292,Jack Monroe (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,141.0,12,1953.0,1
293,Madeline Joyce (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Straight,Deceased Characters,140.0,11,1943.0,1
294,George Tarleton (Earth-616),Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,Straight,Living Characters,140.0,9,1967.0,1
295,Jocasta (Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,Straight,Living Characters,140.0,8,1977.0,1
296,Peter Wisdom (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,140.0,2,1995.0,1
297,Jeffrey Mace (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Deceased Characters,139.0,12,1940.0,1
298,Aquaria Neptunia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,139.0,5,1947.0,1
299,Dragon Man (Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,Straight,Living Characters,139.0,2,1965.0,1
300,Narya (Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,Straight,Living Characters,138.0,4,1979.0,1
301,Burglar (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,137.0,8,1962.0,1
302,Dino Manelli (Earth-616),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,137.0,5,1963.0,1
303,Peter Parker (Kaine) (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Straight,Living Characters,137.0,12,1994.0,1
304,Nightmare (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,136.0,7,1963.0,1
305,Ronan (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,136.0,8,1967.0,1
306,Thomas Halloway (Earth-616),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Straight,Living Characters,135.0,10,1939.0,1
307,Jasper Sitwell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,134.0,5,1966.0,1
308,Frank Payne (Earth-616),Secret Identity,Neutral Characters,None,Bald,Male Characters,Straight,Living Characters,134.0,6,1977.0,1
309,Paladin (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,134.0,1,1978.0,1
311,Mad Thinker (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,133.0,6,1963.0,1
312,Brian Calusky (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,133.0,11,1974.0,1
313,Arthur Maddicks (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Straight,Living Characters,133.0,3,1986.0,1
315,Isadore Cohen (Earth-616),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,132.0,5,1963.0,1
316,Dormammu (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Straight,Living Characters,132.0,11,1964.0,1
317,Makkari (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Straight,Living Characters,131.0,8,1940.0,1
318,Marlo Chandler (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,131.0,9,1988.0,1
319,Percival Pinkerton (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Straight,Deceased Characters,130.0,7,1964.0,1
320,Quintavius Quire (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,130.0,1,2003.0,1
322,Cletus Kasady (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Straight,Living Characters,129.0,2,1991.0,1
323,Supreme Intelligence (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Male Characters,Straight,Living Characters,128.0,8,1967.0,1
